Year DOY_disc DOY TA_C PAR_umol_m2_day
2018 93 1 13.2057891845703 601.013318755627
2018 94 2 13.8839698791504 571.096335103989
2018 95 3 13.3687187194824 340.648802747011
2018 96 4 13.4747863769531 147.680909329414
2018 97 5 15.8403259277344 278.514898766935
2018 98 6 13.4288841247559 610.689067317009
2018 99 7 14.0094696044922 613.945463904381
2018 100 8 17.0674415588379 574.219258950233
2018 101 9 12.3543563842774 454.755960739612
2018 102 10 10.707105255127 521.485305811882
2018 103 11 11.5023017883301 618.354040046692
2018 104 12 14.5985275268555 635.103101470947
2018 105 13 14.3183647155762 636.410997039795
2018 106 14 10.3415580749512 480.170941664696
2018 107 15 9.52175292968752 584.949335718155
2018 108 16 11.1137977600098 506.146451854229
2018 109 17 11.1078086853028 587.413875423431
2018 110 18 13.5006309509278 647.105483160019
2018 111 19 15.0308624267578 657.928991552353
2018 112 20 16.8828025817871 669.842389061928
2018 113 21 17.5059753417969 667.186568903923
2018 114 22 15.4166732788086 648.867156210899
2018 115 23 13.6449485778809 622.255489528656
2018 116 24 12.948373413086 650.228433215141
2018 117 25 13.2820869445801 608.945202190399
2018 118 26 13.5645195007324 571.01182054615
2018 119 27 12.9347358703614 502.249453345299
2018 120 28 12.6878639221192 522.98892827034
2018 121 29 12.442227935791 618.483050222397
2018 122 30 14.0309730529785 686.484686607361
2018 123 31 13.5068412780762 637.376352659225
2018 124 32 14.1184288024903 662.542197538376
2018 125 33 14.8199592590332 552.505536540031
2018 126 34 13.6170364379883 610.996023674965
2018 127 35 14.8650413513184 687.160887744903
2018 128 36 15.2737976074219 686.271160865784
2018 129 37 15.4753890991211 661.341087017059
2018 130 38 14.4358001708985 702.588697153091
2018 131 39 15.0906120300293 671.403866609573
2018 132 40 20.5407920837403 726.010691187423
2018 133 41 14.8627639770508 655.833691755812
2018 134 42 13.3997398376465 635.410072618648
2018 135 43 13.7588706970215 582.378044238336
2018 136 44 13.7524658203125 614.06111276989
2018 137 45 13.6900192260742 610.795830872945
2018 138 46 14.1759086608887 656.469849437687
2018 139 47 13.8688674926758 663.778921069201
2018 140 48 13.0703598022461 637.17171695238
2018 141 49 13.3569351196289 634.035434308149
2018 142 50 14.1279350280762 603.179791976236
2018 143 51 13.2552085876465 568.436052908204
2018 144 52 13.4026313781739 557.901708581954
