Year DOY_disc DOY TA_C PAR_umol_m2_day
2014 71 1 16.4163566589356 515.792454473615
2014 72 2 15.5416961669922 519.923988667607
2014 73 3 14.1401611328125 497.864051142931
2014 74 4 15.2934356689453 515.472940535188
2014 75 5 15.2779708862305 519.227258040667
2014 76 6 15.3642250061035 497.26495085299
2014 77 7 14.2067962646485 536.374623841524
2014 78 8 13.8112007141114 542.259056404591
2014 79 9 15.6303344726563 515.619388056755
2014 80 10 13.8603759765625 505.075346185923
2014 81 11 13.2040344238281 538.94851429224
2014 82 12 13.6787429809571 534.532965832472
2014 83 13 13.5966545104981 554.79563398838
2014 84 14 14.3640380859375 429.580746186733
2014 85 15 12.9561744689942 315.673203699946
2014 86 16 12.9605270385742 391.003604199171
2014 87 17 14.4957061767578 417.24830551815
2014 88 18 15.1877456665039 211.031621625423
2014 89 19 11.6660781860352 350.930932752132
2014 90 20 10.9643188476563 377.863502191305
2014 91 21 9.63120040893557 287.711097762346
2014 92 22 10.0444427490235 428.20949317646
2014 93 23 11.4812713623047 465.801468909264
2014 94 24 12.7255531311035 389.552468798161
2014 95 25 11.9494377136231 528.435538761616
2014 96 26 14.5183120727539 608.904815318108
2014 97 27 17.7982574462891 604.950817036629
2014 98 28 19.3183609008789 595.054673487663
2014 99 29 17.9626480102539 561.745103352547
2014 100 30 15.6858497619629 610.790857557297
2014 101 31 16.3166175842285 534.426462782383
2014 102 32 14.2724319458008 473.980202169418
2014 103 33 14.355313873291 587.031270668507
2014 104 34 16.0826354980469 627.348008507729
2014 105 35 16.4572082519531 637.670177361488
2014 106 36 16.9317222595215 639.928954193115
2014 107 37 17.7944885253906 638.681976119995
2014 108 38 17.0980888366699 643.088625909805
2014 109 39 14.9674392700196 650.388678324699
2014 110 40 15.9343124389649 667.593743977547
2014 111 41 16.8952461242676 585.76209216404
2014 112 42 14.4088531494141 577.632167898178
2014 113 43 13.3918090820313 672.839130267143
2014 114 44 15.0463577270508 624.050781513214
2014 115 45 14.1605926513672 316.409856747627
2014 116 46 11.2167488098145 479.420856693268
2014 117 47 13.6710067749024 328.93311618948
2014 118 48 13.8980537414551 555.887311357498
2014 119 49 18.342172241211 687.257324317932
2014 120 50 21.7565589904785 696.177130727768
2014 121 51 22.3385444641114 699.820527601242
2014 122 52 20.6976829528809 692.538215572357
2014 123 53 17.5339370727539 691.63735193634
2014 124 54 16.0749069213867 632.988351493835
2014 125 55 15.9172607421875 633.711712482452
2014 126 56 15.0705581665039 649.984875123978
2014 127 57 15.5541893005371 709.68559346962
2014 128 58 14.8078132629395 547.806201126099
2014 129 59 16.8859153747559 479.700425782204
2014 130 60 15.8599487304688 715.84070199585
2014 131 61 17.8424774169922 722.19108718188
2014 132 62 18.8141075134278 733.187788591844
2014 133 63 22.1428314208985 725.989774393541
2014 134 64 24.4291397094727 733.498419308627
2014 135 65 23.8648048400879 723.322710057089
2014 136 66 20.5564971923828 699.438868752115
2014 137 67 18.2856575012207 708.509597046085
2014 138 68 17.8587356567383 699.501008858904
2014 139 69 16.4258781433106 694.237855690911
2014 140 70 15.742765045166 658.611786774188
2014 141 71 17.5825172424317 616.511074365854
2014 142 72 17.1486564636231 699.60749583558
2014 143 73 17.9412284851074 637.80773944354
2014 144 74 19.524991607666 690.053074224517
2014 145 75 20.430982208252 735.721741126254
2014 146 76 21.4533706665039 745.249511340812
2014 147 77 19.4734283447266 748.187294100896
2014 148 78 18.8678489685059 773.091818845898
2014 149 79 20.0052467346192 779.894850359321
2014 150 80 17.4205108642578 758.212132137746
2014 151 81 15.5791717529297 730.742597483128
2014 152 82 17.9152465820313 748.311555539846
